_id	count	text	ethnic	lett	gender
4bdaa14b9d55821a51029aef	910	Матвей	['slav']	М	m
4bdaa14b9d55821a51029af0	851	Ефросинья	['slav']	Е	f
4bdaa14b9d55821a51029af1	725	Митрофан	['slav']	М	m
4bdaa14b9d55821a51029af2	1326	Никита	['slav']	Н	m
4bdaa14b9d55821a51029af3	3433	Кирилл	['slav']	К	m
4bdaa14b9d55821a51029af4	12933	Лариса	['slav']	Л	f
4bdaa14b9d55821a51029af5	2059	Дарья	['slav']	Д	f
4bdaa14b9d55821a51029af6	7444	Наталия	['slav']	Н	f
4bdaa14b9d55821a51029af7	681	Гавриил	['slav']	Г	m
4bdaa14b9d55821a51029af8	5843	Станислав	['slav']	С	m
4bdaa14b9d55821a51029af9	1826	Роза	['slav']	Р	f
4bdaa14b9d55821a51029afa	9830	Вадим	['slav']	В	m
4bdaa14b9d55821a51029afb	652	Гаврил	['slav']	Г	m
4bdaa14b9d55821a51029afc	1089	Герман	['slav', ' germ']	Г	m
4bdaa14b9d55821a51029afd	573	Серафим	['slav']	С	m
4bdaa14b9d55821a51029afe	738	Всеволод	['slav']	В	m
4bdaa14b9d55821a51029aff	584	Марфа	['slav']	М	f
4bdaa14b9d55821a51029b00	4454	Владислав	['slav']	В	m
4bdaa14b9d55821a51029b01	1694	Алевтина	['slav']	А	f
4bdaa14b9d55821a51029b02	463	Прокопий	['slav']	П	m
4bdaa14b9d55821a51029b03	541	Августа	['slav']	А	f
4bdaa14b9d55821a51029b04	460	Трофим	['slav']	Т	m
4bdaa14b9d55821a51029b05	1989	Римма	['slav']	Р	f
4bdaa14b9d55821a51029b06	430	Никифор	['slav']	Н	m
4bdaa14b9d55821a51029b07	529	Анфиса	['slav']	А	f
4bdaa14b9d55821a51029b08	19174	Марина	['slav']	М	f
4bdaa14b9d55821a51029b09	607	Леонтий	['slav']	Л	m
4bdaa14b9d55821a51029b0a	731	Данил	['slav']	Д	m
4bdaa14b9d55821a51029b0b	662	Марк	['slav']	М	m
4bdaa14b9d55821a51029b0c	813	Ульяна	['slav']	У	f
4bdaa14b9d55821a51029b0d	562	Капиталина	['slav']	К	f
4bdaa14b9d55821a51029b0e	510	Таисья	['slav']	Т	f
4bdaa14b9d55821a51029b0f	466	Захар	['slav']	З	m
4bdaa14b9d55821a51029b10	418	Стефан	['slav']	С	m
4bdaa14b9d55821a51029b11	347	Абрам	['jew']	А	m
4bdaa14b9d55821a51029b12	703	Клара	['slav']	К	f
4bdaa14b9d55821a51029b13	337	Моисей	['jew']	М	m
4bdaa14b9d55821a51029b14	725	Глеб	['slav']	Г	m
4bdaa14b9d55821a51029b15	325	Савелий	['slav']	С	m
4bdaa14b9d55821a51029b16	381	Ибрагим	['arab']	И	m
4bdaa14b9d55821a51029b17	487	Кира	['slav']	К	f
4bdaa14b9d55821a51029b18	5907	Эдуард	['slav']	Э	m
4bdaa14b9d55821a51029b19	370	Парасковья	['slav']	П	f
4bdaa14b9d55821a51029b1a	2957	Альберт	['slav']	А	m
4bdaa14b9d55821a51029b1b	487	Анвар	['arab']	А	m
4bdaa14b9d55821a51029b1c	428	Давид	['jew']	Д	m
4bdaa14b9d55821a51029b1d	424	Магомед	['arab']	М	m
4bdaa14b9d55821a51029b1e	287	Пантелей	['slav']	П	m
4bdaa14b9d55821a51029b1f	303	Арсентий	['slav']	А	m
4bdaa14b9d55821a51029b20	378	Капитолина	['slav']	К	f
4bdaa14b9d55821a51029b21	9385	Алла	['slav']	А	f
4bdaa14b9d55821a51029b22	289	Исаак	['jew']	И	m
4bdaa14b9d55821a51029b23	7792	Инна	['slav']	И	f
4bdaa14b9d55821a51029b24	275	Абдулла	['tur']	А	m
4bdaa14b9d55821a51029b25	599	Даниил	['slav']	Д	m
4bdaa14b9d55821a51029b26	258	Прокофий	['slav']	П	m
4bdaa14b9d55821a51029b27	717	Ангелина	['slav']	А	f
4bdaa14b9d55821a51029b28	376	Нинель	['slav']	Н	m
4bdaa14b9d55821a51029b29	1180	Валерия	['slav']	В	f
4bdaa14b9d55821a51029b2a	293	Анисья	['slav']	А	f
4bdaa14b9d55821a51029b2b	254	Илларион	['slav']	И	m
4bdaa14b9d55821a51029b2c	6323	Лилия	['slav']	Л	f
4bdaa14b9d55821a51029b2d	277	Ахмет	['tur']	А	m
4bdaa14b9d55821a51029b2e	248	Макар	['slav']	М	m
4bdaa14b9d55821a51029b2f	286	Игнат	['slav']	И	m
4bdaa14b9d55821a51029b30	240	Агриппина	['slav']	А	f
4bdaa14b9d55821a51029b31	267	Зиновий	['slav']	З	m
4bdaa14b9d55821a51029b32	261	Игнатий	['slav']	И	m
4bdaa14b9d55821a51029b33	352	Мансур	['arab']	М	m
4bdaa14b9d55821a51029b34	438	Арсений	['slav']	А	m
4bdaa14b9d55821a51029b35	594	Рашит	['tur']	Р	m
4bdaa14b9d55821a51029b36	824	Шамиль	['arab']	Ш	m
4bdaa14b9d55821a51029b37	279	Ким		К	m
4bdaa14b9d55821a51029b38	253	Герасим	['slav']	Г	m
4bdaa14b9d55821a51029b39	7140	Виктория	['slav']	В	f
4bdaa14b9d55821a51029b3a	239	Аграфена	['slav']	А	f
4bdaa14b9d55821a51029b3b	240	Агафья	['slav']	А	f
4bdaa14b9d55821a51029b3c	258	Степанида	['slav']	С	f
4bdaa14b9d55821a51029b3d	241	Федосья	['slav']	Ф	f
4bdaa14b9d55821a51029b3e	1291	Дина	['slav']	Д	f
4bdaa14b9d55821a51029b3f	227	Наум	['jew']	Н	m
4bdaa14b9d55821a51029b40	208	Лазарь	['jew']	Л	m
4bdaa14b9d55821a51029b41	663	Генрих	['germ']	Г	m
4bdaa14b9d55821a51029b42	216	Апполинария	['slav']	А	f
4bdaa14b9d55821a51029b43	3520	Артем	['slav']	А	m
4bdaa14b9d55821a51029b44	212	Аким	['tur']	А	m
4bdaa14b9d55821a51029b45	282	Глафира	['slav']	Г	f
4bdaa14b9d55821a51029b46	199	Гурий		Г	m
4bdaa14b9d55821a51029b47	280	Хамит	['tur']	Х	m
4bdaa14b9d55821a51029b48	180	Габдулла	['tur']	Г	m
4bdaa14b9d55821a51029b49	519	Ростислав	['slav']	Р	m
4bdaa14b9d55821a51029b4a	727	Равиль	['tur']	Р	m
4bdaa14b9d55821a51029b4b	220	Агния	['slav']	А	f
4bdaa14b9d55821a51029b4c	243	Хасан	['arab']	Х	m
4bdaa14b9d55821a51029b4d	171	Афонасий	['slav']	А	m
4bdaa14b9d55821a51029b4e	341	Рафаил	['slav']	Р	m
4bdaa14b9d55821a51029b4f	232	Юлий	['slav']	Ю	m
4bdaa14b9d55821a51029b50	192	Махмут	['arab']	М	m
4bdaa14b9d55821a51029b51	458	Эмилия	['slav']	Э	f
4bdaa14b9d55821a51029b52	198	Павла	['slav']	П	f
4bdaa14b9d55821a51029b53	181	Самуил	['jew']	С	m
4bdaa14b9d55821a51029b54	220	Демьян	['slav']	Д	m
4bdaa14b9d55821a51029b55	176	Лаврентий	['slav']	Л	m
4bdaa14b9d55821a51029b56	208	Олимпиада	['slav']	О	f
4bdaa14b9d55821a51029b57	181	Харис		Х	m
4bdaa14b9d55821a51029b58	173	Емельян	['slav']	Е	m
4bdaa14b9d55821a51029b59	300	Зуфар	['tur']	З	m
4bdaa14b9d55821a51029b5a	355	Руфина	['tur']	Р	f
4bdaa14b9d55821a51029b5b	574	Таиса	['slav']	Т	f
4bdaa14b9d55821a51029b5c	158	Терентий	['slav']	Т	m
4bdaa14b9d55821a51029b5d	354	Нонна	['jew']	Н	f
4bdaa14b9d55821a51029b5e	212	Валериан	['slav']	В	m
4bdaa14b9d55821a51029b5f	204	Ахат		А	m
4bdaa14b9d55821a51029b60	165	Касим	['arab']	К	m
4bdaa14b9d55821a51029b61	158	Ананий		А	m
4bdaa14b9d55821a51029b62	378	Адам		А	m
4bdaa14b9d55821a51029b63	152	Лука		Л	m
4bdaa14b9d55821a51029b64	205	Василиса	['slav']	В	f
4bdaa14b9d55821a51029b65	198	Павлина		П	f
4bdaa14b9d55821a51029b66	195	Муза		М	f
4bdaa14b9d55821a51029b67	155	Салих		С	m
4bdaa14b9d55821a51029b68	41007	Светлана	['slav']	С	f
4bdaa14b9d55821a51029b69	404	Розалия		Р	f
4bdaa14b9d55821a51029b6a	206	Октябрина		О	f
4bdaa14b9d55821a51029b6b	147	Исмагил	['arab']	И	m
4bdaa14b9d55821a51029b6c	643	Фарит		Ф	m
4bdaa14b9d55821a51029b6d	147	Евстафий		Е	m
4bdaa14b9d55821a51029b6e	297	Ида		И	f
4bdaa14b9d55821a51029b6f	408	Камиль	['tur']	К	m
4bdaa14b9d55821a51029b70	155	Фекла		Ф	f
4bdaa14b9d55821a51029b71	138	Акулина		А	f
4bdaa14b9d55821a51029b72	351	Бронислав	['slav']	Б	m
4bdaa14b9d55821a51029b73	153	Федосия		Ф	f
4bdaa14b9d55821a51029b74	133	Никандр		Н	m
4bdaa14b9d55821a51029b75	133	Карп		К	m
4bdaa14b9d55821a51029b76	789	Майя		М	f
4bdaa14b9d55821a51029b77	243	Талгат		Т	m
4bdaa14b9d55821a51029b78	210	Адольф		А	m
4bdaa14b9d55821a51029b79	517	Тагир		Т	m
4bdaa14b9d55821a51029b7a	132	Федот		Ф	m
4bdaa14b9d55821a51029b7b	124	Исхак	['arab']	И	m
4bdaa14b9d55821a51029b7c	10628	Денис	['slav']	Д	m
4bdaa14b9d55821a51029b7d	128	Евдоким		Е	m
4bdaa14b9d55821a51029b7e	131	Галимзян		Г	m
4bdaa14b9d55821a51029b7f	123	Гариф		Г	m
4bdaa14b9d55821a51029b80	162	Султан		С	m
4bdaa14b9d55821a51029b81	147	Владилен		В	m
4bdaa14b9d55821a51029b82	117	Спиридон		С	m
4bdaa14b9d55821a51029b83	125	Нурулла	['tur']	Н	m
4bdaa14b9d55821a51029b84	170	Закир		З	m
4bdaa14b9d55821a51029b85	142	Хамза		Х	m
4bdaa14b9d55821a51029b86	116	Архип		А	m
4bdaa14b9d55821a51029b87	118	Израиль	['jew']	И	m
4bdaa14b9d55821a51029b88	143	Карл		К	m
4bdaa14b9d55821a51029b89	305	Антонида	['slav']	А	f
4bdaa14b9d55821a51029b8a	123	Рахиль	['jew']	Р	f
4bdaa14b9d55821a51029b8b	1062	Роберт		Р	m
4bdaa14b9d55821a51029b8c	114	Поликарп	['slav']	П	m
4bdaa14b9d55821a51029b8d	182	Рамазан	['arab']	Р	m
4bdaa14b9d55821a51029b8e	128	Дора		Д	f
4bdaa14b9d55821a51029b8f	329	Викентий		В	m
4bdaa14b9d55821a51029b90	112	Порфирий	['slav']	П	m
4bdaa14b9d55821a51029b91	116	Арон	['jew']	А	m
4bdaa14b9d55821a51029b92	108	Анисим		А	m
4bdaa14b9d55821a51029b93	177	Артемий		А	m
4bdaa14b9d55821a51029b94	124	Фома		Ф	m
4bdaa14b9d55821a51029b95	130	Шакир		Ш	m
4bdaa14b9d55821a51029b96	110	Ефрем	['slav']	Е	m
4bdaa14b9d55821a51029b97	116	Клавдий		К	m
4bdaa14b9d55821a51029b98	193	Ахмед	['arab']	А	m
4bdaa14b9d55821a51029b99	118	Агрипина		А	f
4bdaa14b9d55821a51029b9a	120	Соломон	['jew']	С	m
4bdaa14b9d55821a51029b9b	111	Фатых		Ф	m
4bdaa14b9d55821a51029b9c	121	Калерия		К	f
4bdaa14b9d55821a51029b9d	109	Мефодий		М	m
4bdaa14b9d55821a51029b9e	156	Мидхат		М	m
4bdaa14b9d55821a51029b9f	140	Гали		Г	m
4bdaa14b9d55821a51029ba0	134	Сурен		С	m
4bdaa14b9d55821a51029ba1	107	Файзрахман		Ф	m
4bdaa14b9d55821a51029ba2	127	Вагиз		В	m
4bdaa14b9d55821a51029ba3	903	Ядвига		Я	f
4bdaa14b9d55821a51029ba4	323	Лия		Л	f
4bdaa14b9d55821a51029ba5	391	Феликс		Ф	m
4bdaa14b9d55821a51029ba6	2702	Вероника	['slav']	В	f
4bdaa14b9d55821a51029ba7	125	Заки		З	m
4bdaa14b9d55821a51029ba8	102	Харитон		Х	m
4bdaa14b9d55821a51029ba9	150	Неонила		Н	f
4bdaa14b9d55821a51029baa	141	Сабир		С	m
4bdaa14b9d55821a51029bab	106	Мухамет		М	m
4bdaa14b9d55821a51029bac	133	Хайдар		Х	m
4bdaa14b9d55821a51029bad	233	Али		А	m
4bdaa14b9d55821a51029bae	129	Сулейман	['arab']	С	m
4bdaa14b9d55821a51029baf	2962	Марат	['slav']	М	m
4bdaa14b9d55821a51029bb0	104	Феодосий		Ф	m
4bdaa14b9d55821a51029bb1	183	Асхат		А	m
4bdaa14b9d55821a51029bb2	141	Исмаил		И	m
4bdaa14b9d55821a51029bb3	92	Исай		И	m
4bdaa14b9d55821a51029bb4	361	Алефтина	['slav']	А	f
4bdaa14b9d55821a51029bb5	100	Ефросиния		Е	f
4bdaa14b9d55821a51029bb6	242	Бронислава	['slav']	Б	f
4bdaa14b9d55821a51029bb7	114	Манефа		М	f
4bdaa14b9d55821a51029bb8	390	Раис		Р	m
4bdaa14b9d55821a51029bb9	102	Сарра		С	f
4bdaa14b9d55821a51029bba	138	Ханиф		Х	m
4bdaa14b9d55821a51029bbb	98	Фрол		Ф	m
4bdaa14b9d55821a51029bbc	106	Васса		В	f
4bdaa14b9d55821a51029bbd	242	Рудольф		Р	m
4bdaa14b9d55821a51029bbe	163	Мунир		М	m
4bdaa14b9d55821a51029bbf	101	Хусаин		Х	m
4bdaa14b9d55821a51029bc0	137	Сагит		С	m
4bdaa14b9d55821a51029bc1	88	Абдулхак		А	m
4bdaa14b9d55821a51029bc2	466	Эмма		Э	f
4bdaa14b9d55821a51029bc3	97	Пантелеймон		П	m
4bdaa14b9d55821a51029bc4	221	Ия		И	f
4bdaa14b9d55821a51029bc5	89	Хабибулла		Х	m
4bdaa14b9d55821a51029bc6	100	Рахим		Р	m
4bdaa14b9d55821a51029bc7	303	Ильяс	['arab']	И	m
4bdaa14b9d55821a51029bc8	104	Евстолия		Е	f
4bdaa14b9d55821a51029bc9	125	Мирон		М	m
4bdaa14b9d55821a51029bca	144	Ислам	['arab']	И	m
4bdaa14b9d55821a51029bcb	90	Евсей		Е	m
4bdaa14b9d55821a51029bcc	87	Устинья		У	f
4bdaa14b9d55821a51029bcd	105	Акрам		А	m
4bdaa14b9d55821a51029bce	82	Габдрахман		Г	m
4bdaa14b9d55821a51029bcf	106	Платон		П	m
4bdaa14b9d55821a51029bd0	83	Гусман		Г	m
4bdaa14b9d55821a51029bd1	98	Гумар		Г	m
4bdaa14b9d55821a51029bd2	335	Тарас	['slav']	Т	m
4bdaa14b9d55821a51029bd3	110	Феодосия		Ф	f
4bdaa14b9d55821a51029bd4	94	Венедикт		В	m
4bdaa14b9d55821a51029bd5	80	Самигулла		С	m
4bdaa14b9d55821a51029bd6	79	Абдрахман		А	m
4bdaa14b9d55821a51029bd7	102	Мухамед		М	m
4bdaa14b9d55821a51029bd8	84	Лукерья		Л	f
4bdaa14b9d55821a51029bd9	92	Назип		Н	m
4bdaa14b9d55821a51029bda	95	Гумер		Г	m
4bdaa14b9d55821a51029bdb	97	Давыд		Д	m
4bdaa14b9d55821a51029bdc	82	Масгут		М	m
4bdaa14b9d55821a51029bdd	1575	Янина		Я	f
4bdaa14b9d55821a51029bde	76	Габдулхак		Г	m
4bdaa14b9d55821a51029bdf	150	Марьям		М	f
4bdaa14b9d55821a51029be0	106	Юсуп		Ю	m
4bdaa14b9d55821a51029be1	90	Фатих		Ф	m
4bdaa14b9d55821a51029be2	82	Нургали		Н	m
4bdaa14b9d55821a51029be3	288	Рашид	['arab']	Р	m
4bdaa14b9d55821a51029be4	85	Домна		Д	f
4bdaa14b9d55821a51029be5	162	Владлен		В	m
4bdaa14b9d55821a51029be6	78	Нестер		Н	m
4bdaa14b9d55821a51029be7	174	Ашот	['arm']	А	m
4bdaa14b9d55821a51029be8	115	Гаяз		Г	m
4bdaa14b9d55821a51029be9	90	Агзам		А	m
4bdaa14b9d55821a51029bea	83	Прохор		П	m
4bdaa14b9d55821a51029beb	99	Абдул		А	m
4bdaa14b9d55821a51029bec	84	Эсфирь		Э	f
4bdaa14b9d55821a51029bed	99	Федора		Ф	f
4bdaa14b9d55821a51029bee	86	Асгат		А	m
4bdaa14b9d55821a51029bef	86	Газиз		Г	m
4bdaa14b9d55821a51029bf0	103	Фрида		Ф	f
4bdaa14b9d55821a51029bf1	89	Хаким	['arab']	Х	m
4bdaa14b9d55821a51029bf2	74	Никонор		Н	m
4bdaa14b9d55821a51029bf3	238	Рафик	['arab']	Р	m
4bdaa14b9d55821a51029bf4	90	Усман		У	m
4bdaa14b9d55821a51029bf5	156	Арнольд		А	m
4bdaa14b9d55821a51029bf6	188	Марта		М	f
4bdaa14b9d55821a51029bf7	275	Ева		Е	f
4bdaa14b9d55821a51029bf8	478	Элеонора	['slav']	Э	f
4bdaa14b9d55821a51029bf9	83	Закий		З	m
4bdaa14b9d55821a51029bfa	73	Зайнулла		З	m
4bdaa14b9d55821a51029bfb	627	Рафаэль		Р	m
4bdaa14b9d55821a51029bfc	923	Ярослав	['slav']	Я	m
4bdaa14b9d55821a51029bfd	76	Габдулхай		Г	m
4bdaa14b9d55821a51029bfe	118	Сусанна		С	f
4bdaa14b9d55821a51029bff	89	Юнус		Ю	m
4bdaa14b9d55821a51029c00	203	Родион		Р	m
4bdaa14b9d55821a51029c01	93	Мустафа		М	m
4bdaa14b9d55821a51029c02	79	Меланья		М	f
4bdaa14b9d55821a51029c03	930	Наиль	['tur']	Н	m
4bdaa14b9d55821a51029c04	95	Назар		Н	m
4bdaa14b9d55821a51029c05	88	Авенир		А	m
4bdaa14b9d55821a51029c06	159	Леонард		Л	m
4bdaa14b9d55821a51029c07	96	Галим		Г	m
4bdaa14b9d55821a51029c08	75	Шариф	['arab']	Ш	m
4bdaa14b9d55821a51029c09	82	Якуб		Я	m
4bdaa14b9d55821a51029c0a	79	Ахтям		А	m
4bdaa14b9d55821a51029c0b	91	Берта		Б	f
4bdaa14b9d55821a51029c0c	109	Мударис		М	m
4bdaa14b9d55821a51029c0d	92	Загит		З	m
4bdaa14b9d55821a51029c0e	93	Карим		К	m
4bdaa14b9d55821a51029c0f	66	Капитон		К	m
4bdaa14b9d55821a51029c10	98	Зиннур		З	m
4bdaa14b9d55821a51029c11	158	Ася		А	f
4bdaa14b9d55821a51029c12	70	Бари		Б	m
4bdaa14b9d55821a51029c13	277	Валерьян		В	m
4bdaa14b9d55821a51029c14	83	Нил		Н	m
4bdaa14b9d55821a51029c15	220	Амир		А	m
4bdaa14b9d55821a51029c16	177	Рауф		Р	m
4bdaa14b9d55821a51029c17	149	Христина		Х	f
4bdaa14b9d55821a51029c18	76	Феоктиста		Ф	f
4bdaa14b9d55821a51029c19	83	Идея		И	f
4bdaa14b9d55821a51029c1a	67	Лукьян		Л	m
4bdaa14b9d55821a51029c1b	63	Хайрулла		Х	m
4bdaa14b9d55821a51029c1c	116	Рубен		Р	m
4bdaa14b9d55821a51029c1d	144	Зайтуна		З	f
4bdaa14b9d55821a51029c1e	603	Казимир	['polsk']	К	m
4bdaa14b9d55821a51029c1f	61	Хамзя		Х	m
4bdaa14b9d55821a51029c20	61	Абдулхай		А	m
4bdaa14b9d55821a51029c21	85	Халим		Х	m
4bdaa14b9d55821a51029c22	61	Измаил		И	m
4bdaa14b9d55821a51029c23	65	Август		А	m
4bdaa14b9d55821a51029c24	102	Белла		Б	f
4bdaa14b9d55821a51029c25	340	Марианна	['slav']	М	f
4bdaa14b9d55821a51029c26	170	Спартак		С	m
4bdaa14b9d55821a51029c27	88	Августина		А	f
4bdaa14b9d55821a51029c28	96	Ариадна		А	f
4bdaa14b9d55821a51029c29	149	Леон		Л	m
4bdaa14b9d55821a51029c2a	63	Габбас		Г	m
4bdaa14b9d55821a51029c2b	61	Ревекка		Р	f
4bdaa14b9d55821a51029c2c	61	Куприян		К	m
4bdaa14b9d55821a51029c2d	60	Закария		З	m
4bdaa14b9d55821a51029c2e	85	Мухтар		М	m
4bdaa14b9d55821a51029c2f	76	Агафия		А	f
4bdaa14b9d55821a51029c30	60	Феофан		Ф	m
4bdaa14b9d55821a51029c31	107	Муса		М	m
4bdaa14b9d55821a51029c32	58	Гарифулла		Г	m
4bdaa14b9d55821a51029c33	3096	Эльвира	['tur']	Э	f
4bdaa14b9d55821a51029c34	974	Нелли		Н	f
4bdaa14b9d55821a51029c35	122	Амина		А	f
4bdaa14b9d55821a51029c36	63	Рэм		Р	m
4bdaa14b9d55821a51029c37	1911	Регина	['tur']	Р	f
4bdaa14b9d55821a51029c38	63	Хабиб		Х	m
4bdaa14b9d55821a51029c39	80	Саркис		С	m
4bdaa14b9d55821a51029c3a	330	Луиза		Л	f
4bdaa14b9d55821a51029c3b	349	Альфред		А	m
4bdaa14b9d55821a51029c3c	84	Салим		С	m
4bdaa14b9d55821a51029c3d	70	Гаджи		Г	m
4bdaa14b9d55821a51029c3e	54	Парфирий		П	m
4bdaa14b9d55821a51029c3f	376	Франц		Ф	m
4bdaa14b9d55821a51029c40	143	Мира		М	f
4bdaa14b9d55821a51029c41	57	Рахимзян		Р	m
4bdaa14b9d55821a51029c42	54	Трифон		Т	m
4bdaa14b9d55821a51029c43	65	Хафиз		Х	m
4bdaa14b9d55821a51029c44	68	Анисия		А	f
4bdaa14b9d55821a51029c45	60	Шарифулла		Ш	m
4bdaa14b9d55821a51029c46	2911	Альбина	['tur']	А	f
4bdaa14b9d55821a51029c47	59	Сидор		С	m
